Show Name,Publisher,Category,Y,Original,Episode Count,Ad Pricing,:40-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",Number of Ad Slots,Ads Host Red?,Episode Day,Primary Country,Episodes Per Week,Host,Gender Distribution,28-45,Average HHI,Hosting,Platforms
Journey Health Radar,Next Productions,Health & Wellness,Y,Original,77,"$1,754",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Turkey,1,Sarah White,M - 13%,25-45,$193k,Megaphone,Apple
Stories Health Vision,Quill,Health & Wellness,Y,Original,61,"$3,140",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,India,1,Linda White,M - 58%,25-45,$410k,Megaphone,Spotify
Tales Science Scope,Global Casts,General,Y,Original,250,"$2,837",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Argentina,1,Elizabeth Jones,M - 43%,25-45,$377k,Megaphone,"Apple, Spotify"
Insights Business Echo,Star Casts,Business & Finance,Y,Original,227,"$2,254",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,South Africa,1,James Wilson,F - 13%,25-45,$224k,Megaphone,Apple
Hour Food Grid,Elite Network,General,Y,Original,262,"$2,787",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Germany,1,Sarah Wilson,M - 70%,25-45,$123k,Megaphone,"Apple, Spotify"
Chronicles Business Echo,Prime Collective,Business & Finance,Y,Original,211,"$1,395",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Spain,1,Jessica Thomas,M - 11%,25-45,$338k,Megaphone,"Apple, Spotify"
Digest Travel Wave,Prime Broadcasts,General,Y,Original,31,"$2,421",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Japan,1,Barbara Thomas,F - 71%,25-45,$152k,Megaphone,"Apple, Spotify"
Journey History Sphere,Peak Casts,General,Y,Original,257,"$2,035",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Japan,1,Mary Johnson,M - 27%,25-45,$164k,Megaphone,"Apple, Spotify"
Stories Business Grid,Next Group,Business & Finance,Y,Original,25,"$2,315",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Mexico,1,Linda Martin,F - 31%,25-45,$168k,Megaphone,Apple
World Sports Wave,Star Media,General,Y,Original,297,"$2,555",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,India,1,Susan White,M - 55%,25-45,$391k,Megaphone,Apple
Daily Sports Path,Prime Network,General,Y,Original,288,"$1,234",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,South Africa,1,Sarah Anderson,M - 53%,25-45,$110k,Megaphone,"Apple, Spotify"
Talks Tech Voyage,Pulse Group,Technology,Y,Original,159,"$2,542",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Germany,1,Robert Williams,M - 23%,25-45,$321k,Megaphone,Apple
Digest Health Wave,Edge Media,Health & Wellness,Y,Original,74,"$2,484",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Russia,1,Robert Johnson,F - 52%,25-45,$109k,Megaphone,"Apple, Spotify"
Talks Food Voyage,Edge Broadcasts,General,Y,Original,243,"$3,458",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Turkey,1,Jessica Taylor,M - 56%,25-45,$404k,Megaphone,Spotify
Stories Food Echo,Echo Syndicate,General,Y,Original,98,$991,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Germany,1,Robert Moore,M - 34%,25-45,$330k,Megaphone,"Apple, Spotify"
Stories Education Path,Peak Channel,General,Y,Original,157,"$1,607",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,India,1,Robert Davis,F - 57%,25-45,$107k,Megaphone,Spotify
Tales Business Radar,Gimlet Media,Business & Finance,Y,Original,237,"$1,415",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Australia,1,Mary White,F - 72%,25-45,$376k,Megaphone,Spotify
Talks Food Vision,Prime Productions,General,Y,Original,56,"$3,330",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Germany,1,Thomas Davis,M - 87%,25-45,$476k,Megaphone,Spotify
Journey Entertainment Echo,Prime Broadcasts,Entertainment & Media,Y,Original,133,$863,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Germany,1,Susan Moore,F - 17%,25-45,$441k,Megaphone,Apple
Stories Food Voyage,Core Network,General,Y,Original,195,"$1,787",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Canada,1,Joseph White,M - 65%,25-45,$442k,Megaphone,Apple
Talks Travel Radar,Elite Broadcasts,General,Y,Original,288,"$3,610",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,India,1,William Jones,F - 26%,25-45,$376k,Megaphone,Spotify
Insights Travel Path,Global Channel,General,Y,Original,94,"$3,454",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,South Korea,1,Elizabeth Johnson,M - 81%,25-45,$192k,Megaphone,"Apple, Spotify"
Journey History Radar,Pulse Casts,General,Y,Original,60,"$3,487",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Russia,1,James Wilson,F - 84%,25-45,$286k,Megaphone,Apple
Digest Science Quest,PodcastOne,General,Y,Original,19,"$3,685",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Turkey,1,Barbara Jones,F - 85%,25-45,$186k,Megaphone,Apple
Tales Entertainment Wave,Next Broadcasts,Entertainment & Media,Y,Original,92,"$1,363",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,United Kingdom,1,Jennifer Williams,F - 15%,25-45,$416k,Megaphone,"Apple, Spotify"
Insights Sports Grid,Elite Productions,General,Y,Original,115,"$2,195",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Spain,1,William Miller,F - 77%,25-45,$332k,Megaphone,Apple
Talks Travel Grid,PRX,General,Y,Original,254,"$2,308",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,USA,1,Linda Martinez,F - 50%,25-45,$50k,Megaphone,Spotify
Journey Science Grid,Pulse Studios,General,Y,Original,179,"$1,841",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Mexico,1,David Smith,M - 86%,25-45,$420k,Megaphone,"Apple, Spotify"
World History Scope,Next Productions,General,Y,Original,85,$580,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,France,1,Barbara Anderson,F - 39%,25-45,$385k,Megaphone,Apple
Journey Education Scope,Next Casts,General,Y,Original,97,"$1,542",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,France,1,Joseph Williams,F - 42%,25-45,$400k,Megaphone,Apple
Insights Education Quest,Echo Broadcasts,General,Y,Original,153,"$1,695",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,South Korea,1,Susan Harris,M - 42%,25-45,$247k,Megaphone,Spotify
Talks History Vision,Star Productions,General,Y,Original,251,"$2,889",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Nigeria,1,Thomas Miller,M - 28%,25-45,$412k,Megaphone,Apple
Talks Food Path,Echo Syndicate,General,Y,Original,15,"$2,058",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,India,1,Susan Anderson,F - 44%,25-45,$142k,Megaphone,Apple
Daily Education Scope,Prime Media,General,Y,Original,299,$574,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Turkey,1,Robert Martin,F - 38%,25-45,$243k,Megaphone,"Apple, Spotify"
Journey Food Grid,Quill,General,Y,Original,175,"$2,380",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Australia,1,John Garcia,F - 70%,25-45,$225k,Megaphone,Spotify
Insights Sports Vision,Edge Media,General,Y,Original,224,"$1,370",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Turkey,1,Susan Davis,F - 60%,25-45,$443k,Megaphone,Apple
Digest Food Vision,Elite Casts,General,Y,Original,166,"$3,316",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Spain,1,Thomas Thomas,F - 65%,25-45,$393k,Megaphone,Apple
Insights Education Voyage,Edge Broadcasts,General,Y,Original,36,"$1,688",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,India,1,Patricia Robinson,M - 48%,25-45,$83k,Megaphone,Apple
Tales Travel Vision,Next Media,General,Y,Original,30,"$2,330",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,France,1,Richard Jones,F - 31%,25-45,$235k,Megaphone,Apple
Stories History Voyage,Prime Productions,General,Y,Original,261,"$3,245",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Mexico,1,Charles Garcia,M - 28%,25-45,$277k,Megaphone,Spotify
Stories Business Sphere,Peak Productions,Business & Finance,Y,Original,234,"$2,697",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Mexico,1,Joseph Martin,M - 51%,25-45,$308k,Megaphone,Spotify
Journey Travel Sphere,Pulse Productions,General,Y,Original,55,$614,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Russia,1,Robert Smith,M - 83%,25-45,$500k,Megaphone,Spotify
Digest Business Voyage,Global Collective,Business & Finance,Y,Original,119,"$3,182",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,China,1,David Harris,F - 45%,25-45,$202k,Megaphone,"Apple, Spotify"
Digest Travel Path,Elite Studios,General,Y,Original,88,"$3,182",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Canada,1,Mary Johnson,M - 24%,25-45,$54k,Megaphone,Spotify
World Health Path,Pulse Group,Health & Wellness,Y,Original,142,"$3,944",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,India,1,David Miller,M - 86%,25-45,$92k,Megaphone,Apple
World Health Grid,Core Media,Health & Wellness,Y,Original,172,"$2,055",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Italy,1,Karen Williams,F - 38%,25-45,$98k,Megaphone,Apple
Stories Business Voyage,Peak Syndicate,Business & Finance,Y,Original,209,"$2,371",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Argentina,1,Joseph Williams,M - 28%,25-45,$253k,Megaphone,Spotify
Chronicles Education Radar,Next Broadcasts,General,Y,Original,155,$604,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Australia,1,Richard Taylor,F - 29%,25-45,$199k,Megaphone,Spotify
Digest Health Radar,Peak Casts,Health & Wellness,Y,Original,144,"$3,160",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Argentina,1,Thomas Taylor,M - 86%,25-45,$473k,Megaphone,"Apple, Spotify"
Daily Science Echo,Core Collective,General,Y,Original,132,$529,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Nigeria,1,Richard Wilson,F - 53%,25-45,$455k,Megaphone,Apple
Insights Travel Echo,Peak Media,General,Y,Original,158,"$2,650",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Spain,1,Jennifer Garcia,M - 81%,25-45,$220k,Megaphone,"Apple, Spotify"
Stories Entertainment Vision,Next Group,Entertainment & Media,Y,Original,209,"$3,141",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Egypt,1,Karen Martin,M - 42%,25-45,$219k,Megaphone,Spotify
Chronicles Entertainment Wave,Echo Casts,Entertainment & Media,Y,Original,282,"$2,377",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Turkey,1,David Moore,F - 71%,25-45,$311k,Megaphone,Apple
Daily Sports Scope,Echo Network,General,Y,Original,295,"$2,001",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Nigeria,1,Jessica Thompson,F - 58%,25-45,$253k,Megaphone,"Apple, Spotify"
Talks Travel Echo,Prime Productions,General,Y,Original,228,"$3,809",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Mexico,1,William Garcia,F - 77%,25-45,$211k,Megaphone,Apple
Stories Food Grid,Prime Collective,General,Y,Original,51,"$2,843",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,China,1,Patricia Jones,F - 87%,25-45,$444k,Megaphone,Apple
Daily Food Echo,Global Channel,General,Y,Original,32,"$3,115",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Japan,1,Robert White,M - 86%,25-45,$208k,Megaphone,Apple
Chronicles Entertainment Sphere,Prime Broadcasts,Entertainment & Media,Y,Original,282,"$3,111",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,India,1,Susan Harris,F - 85%,25-45,$246k,Megaphone,Spotify
Insights History Grid,Prime Channel,General,Y,Original,259,"$3,399",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Australia,1,Patricia Taylor,F - 19%,25-45,$282k,Megaphone,Apple
Digest Business Quest,Elite Media,Business & Finance,Y,Original,271,"$2,343",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,South Africa,1,Karen Davis,F - 43%,25-45,$275k,Megaphone,"Apple, Spotify"
Daily Tech Scope,Star Channel,Technology,Y,Original,119,"$3,171",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,South Korea,1,Michael Taylor,M - 35%,25-45,$368k,Megaphone,Apple
Stories Tech Path,Peak Syndicate,Technology,Y,Original,103,"$1,038",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Egypt,1,Michael Davis,M - 15%,25-45,$342k,Megaphone,Apple
Tales Tech Wave,Core Studios,Technology,Y,Original,36,"$1,147",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Spain,1,Elizabeth Thompson,M - 27%,25-45,$309k,Megaphone,"Apple, Spotify"
Chronicles Health Quest,Star Channel,Health & Wellness,Y,Original,46,$746,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,USA,1,Mary Garcia,M - 88%,25-45,$298k,Megaphone,Spotify
Stories Travel Quest,Edge Casts,General,Y,Original,111,"$2,600",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Brazil,1,Joseph Davis,M - 30%,25-45,$445k,Megaphone,Spotify
Stories Business Scope,Pulse Channel,Business & Finance,Y,Original,22,"$3,972",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Australia,1,Richard Harris,M - 80%,25-45,$138k,Megaphone,"Apple, Spotify"
World Entertainment Path,Global Group,Entertainment & Media,Y,Original,48,$547,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Russia,1,John Thomas,M - 86%,25-45,$416k,Megaphone,Spotify
Hour Food Radar,Pulse Casts,General,Y,Original,125,"$1,469",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Egypt,1,John Harris,M - 88%,25-45,$480k,Megaphone,"Apple, Spotify"
Insights Health Wave,Global Productions,Health & Wellness,Y,Original,216,"$3,766",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,South Africa,1,Robert Garcia,M - 23%,25-45,$306k,Megaphone,Apple
Digest Tech Grid,Echo Broadcasts,Technology,Y,Original,261,$783,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,USA,1,Mary Brown,M - 70%,25-45,$320k,Megaphone,"Apple, Spotify"
Journey Education Quest,Global Media,General,Y,Original,200,"$2,181",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Russia,1,Sarah Johnson,F - 19%,25-45,$187k,Megaphone,Apple
Tales Science Sphere,Next Network,General,Y,Original,151,"$1,239",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,France,1,Joseph Thompson,M - 31%,25-45,$353k,Megaphone,"Apple, Spotify"
Insights Health Voyage,Pulse Casts,Health & Wellness,Y,Original,196,"$1,778",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Spain,1,Mary Brown,F - 40%,25-45,$359k,Megaphone,"Apple, Spotify"
Tales Science Wave,Next Media,General,Y,Original,40,"$1,293",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Italy,1,Robert Williams,F - 82%,25-45,$465k,Megaphone,"Apple, Spotify"
Daily Health Echo,Elite Casts,Health & Wellness,Y,Original,236,"$2,720",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,Brazil,1,Joseph Johnson,M - 70%,25-45,$118k,Megaphone,Spotify
Talks Business Echo,Next Group,Business & Finance,Y,Original,134,"$3,337",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Brazil,1,Karen Harris,M - 10%,25-45,$66k,Megaphone,Spotify
World Food Scope,Edge Productions,General,Y,Original,247,"$2,480",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,South Korea,1,Elizabeth Wilson,M - 28%,25-45,$209k,Megaphone,"Apple, Spotify"
Digest Health Grid,Core Collective,Health & Wellness,Y,Original,130,"$2,480",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Canada,1,Robert Brown,F - 49%,25-45,$343k,Megaphone,Apple
Chronicles Tech Wave,Pulse Broadcasts,Technology,Y,Original,72,"$3,402",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,USA,1,John Anderson,F - 39%,25-45,$250k,Megaphone,Spotify
Insights Sports Path,Echo Network,General,Y,Original,74,$569,:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,USA,1,Barbara Taylor,F - 51%,25-45,$303k,Megaphone,"Apple, Spotify"
Insights Tech Path,Star Syndicate,Technology,Y,Original,237,"$2,733",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,India,1,Joseph Martin,M - 38%,25-45,$246k,Megaphone,Spotify
Daily Science Quest,Star Media,General,Y,Original,254,"$2,666",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,South Africa,1,Sarah Davis,M - 71%,25-45,$160k,Megaphone,Spotify
Chronicles Education Scope,Global Studios,General,Y,Original,234,"$2,891",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,China,1,John Brown,F - 66%,25-45,$80k,Megaphone,Spotify
Digest Health Scope,Pulse Productions,Health & Wellness,Y,Original,148,"$3,390",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,Egypt,1,Sarah Harris,M - 82%,25-45,$474k,Megaphone,Apple
Tales History Vision,Peak Media,General,Y,Original,186,"$2,240",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,India,1,Jennifer Jackson,M - 89%,25-45,$322k,Megaphone,Apple
Journey Sports Grid,Global Productions,General,Y,Original,29,"$1,214",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,France,1,Sarah Robinson,M - 76%,25-45,$468k,Megaphone,Apple
Digest Health Voyage,Core Group,Health & Wellness,Y,Original,233,"$3,277",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Japan,1,Jessica Anderson,F - 89%,25-45,$353k,Megaphone,Apple
Insights Science Grid,Next Studios,General,Y,Original,59,"$2,925",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,South Africa,1,Jennifer Harris,F - 64%,25-45,$319k,Megaphone,Spotify
Daily Tech Wave,Global Collective,Technology,Y,Original,34,"$1,656",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Thursday,China,1,William Robinson,F - 38%,25-45,$159k,Megaphone,Apple
Journey Business Wave,Pulse Network,Business & Finance,Y,Original,75,"$1,688",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Friday,South Africa,1,Joseph Anderson,M - 83%,25-45,$166k,Megaphone,Spotify
World Travel Voyage,Next Collective,General,Y,Original,151,"$1,717",:30-60,"Pre,Mid, Post","DAI, Embedded on YouTube (For Contract Duration)",3,Host,Wednesday,Canada,1,Michael Brown,F - 39%,25-45,$220k,Megaphone,Apple
